,P,strahlung,H_sun,temp,WS10m,Int,month,day,hour,art,strom,ww,heiz
94898,0.0,0.0,0.0,7.8,1.59,0.0,10,30,2,0,0.034363396,0.015396827,0.13763905
94899,0.0,0.0,0.0,7.66,1.72,0.0,10,30,3,0,0.019387318,0.01481111,0.14066577
94900,0.0,0.0,0.0,7.44,1.86,0.0,10,30,4,0,0.025081957,0.046770316,0.13004589
94901,0.0,0.0,0.0,7.45,1.86,0.0,10,30,5,0,0.035034325,0.16357005,0.11652206
94902,0.0,0.0,0.0,7.47,1.86,0.0,10,30,6,0,0.14638638,0.4840115,0.07038349
94903,482.3,72.91,10.32,7.98,2.34,0.0,10,30,7,0,0.36817104,0.5241931,0.06354306
94904,584.3,85.14,17.86,8.39,2.41,0.0,10,30,8,0,0.43992683,0.47435626,0.075681455
94905,481.4,72.84,23.66,8.83,2.55,0.0,10,30,9,0,0.43243983,0.35334775,0.09169062
94906,635.6,91.76,27.16,9.72,2.48,0.0,10,30,10,0,0.41145295,0.31654304,0.09577955
94907,562.8,83.25,27.93,10.41,2.34,0.0,10,30,11,0,0.3990517,0.28513363,0.100363046
94908,467.5,71.89,25.88,11.33,2.21,0.0,10,30,12,0,0.44087556,0.28187966,0.103228554
94909,404.9,64.33,21.27,12.21,2.48,0.0,10,30,13,0,0.48736522,0.2701184,0.10635061
94910,285.6,49.19,14.61,12.46,2.34,0.0,10,30,14,0,0.4082339,0.23525949,0.11012399
94911,268.7,47.62,6.45,12.28,2.21,0.0,10,30,15,0,0.3387937,0.20453769,0.11280352
94912,0.0,0.0,0.0,11.01,1.93,0.0,10,30,16,0,0.30089515,0.25014374,0.10276241
94913,0.0,0.0,0.0,9.77,2.0,0.0,10,30,17,0,0.32532364,0.35029206,0.089684375
94914,0.0,0.0,0.0,8.85,2.07,0.0,10,30,18,0,0.41958302,0.3682288,0.08205699
94915,0.0,0.0,0.0,8.0,1.72,0.0,10,30,19,0,0.5745582,0.48322883,0.07132975
94916,0.0,0.0,0.0,8.19,1.86,0.0,10,30,20,0,0.5887008,0.51091826,0.069401905
94917,0.0,0.0,0.0,8.13,2.0,0.0,10,30,21,0,0.516535,0.45899874,0.074332915
94918,0.0,0.0,0.0,7.71,2.14,0.0,10,30,22,0,0.44784084,0.25810826,0.10937668
94919,0.0,0.0,0.0,7.43,2.34,0.0,10,30,23,0,0.31533453,0.15796375,0.12260142
94920,0.0,0.0,0.0,7.03,2.55,0.0,10,31,0,0,0.15753792,0.094415,0.12437694
94921,0.0,0.0,0.0,6.94,2.69,0.0,10,31,1,0,0.061231725,0.039384633,0.13157597
94922,0.0,0.0,0.0,6.97,2.55,0.0,10,31,2,0,0.034698617,0.015286281,0.13737816
94923,0.0,0.0,0.0,6.85,2.55,0.0,10,31,3,0,0.01993443,0.014649766,0.14027755
94924,0.0,0.0,0.0,6.82,2.62,0.0,10,31,4,0,0.025955759,0.046734475,0.12972555
94925,0.0,0.0,0.0,6.72,2.55,0.0,10,31,5,0,0.03598285,0.16321771,0.11643332
94926,0.0,0.0,0.0,6.31,2.41,0.0,10,31,6,0,0.14708315,0.4837611,0.07078088
94927,416.1,64.48,10.05,6.67,2.14,0.0,10,31,7,0,0.37184933,0.52441776,0.0640037
94928,738.8,103.07,17.57,7.46,2.21,0.0,10,31,8,0,0.44326416,0.47411373,0.0750551
94929,597.7,87.03,23.35,9.15,2.21,0.0,10,31,9,0,0.43100172,0.353279,0.09143743
94930,1069.5,143.98,26.83,10.88,2.0,0.0,10,31,10,0,0.40996173,0.31717208,0.09539085
94931,2844.0,357.97,27.61,12.74,1.93,0.0,10,31,11,0,0.3940698,0.2840769,0.09683984
94932,5663.0,739.45,25.56,14.08,1.93,0.0,10,31,12,0,0.43846282,0.28020754,0.09345175
94933,4664.6,598.65,20.97,14.92,2.14,0.0,10,31,13,0,0.48290053,0.2685874,0.0983641
94934,3178.7,406.5,14.32,15.11,2.14,0.0,10,31,14,0,0.41215438,0.23545225,0.10425033
94935,1183.2,168.18,6.19,14.11,2.0,0.0,10,31,15,0,0.33439067,0.20429938,0.11096835
94936,0.0,0.0,0.0,12.37,2.34,0.0,10,31,16,0,0.2981872,0.25029194,0.102298096
94937,0.0,0.0,0.0,10.98,2.48,0.0,10,31,17,0,0.32188615,0.35052782,0.08933364
94938,0.0,0.0,0.0,9.85,2.41,0.0,10,31,18,0,0.41642562,0.36842793,0.081789464
94939,0.0,0.0,0.0,8.3,2.07,0.0,10,31,19,0,0.5726318,0.4833231,0.07130691
94940,0.0,0.0,0.0,7.24,2.0,0.0,10,31,20,0,0.59267014,0.5107498,0.069446646
94941,0.0,0.0,0.0,6.23,1.93,0.0,10,31,21,0,0.52151984,0.45928308,0.07426367
94942,0.0,0.0,0.0,5.45,1.93,0.0,10,31,22,0,0.4521528,0.25650716,0.10952839
94943,0.0,0.0,0.0,4.87,1.93,0.0,10,31,23,0,0.32073668,0.15672521,0.122662276
59880,0.0,0.0,0.0,3.43,0.14,0.0,11,1,0,1,0.15272643,0.12818214,0.43578625
59881,0.0,0.0,0.0,3.46,0.07,0.0,11,1,1,1,0.089459196,0.08381975,0.4480717
59882,0.0,0.0,0.0,3.21,0.07,0.0,11,1,2,1,0.049545273,0.054077473,0.45593423
59883,0.0,0.0,0.0,3.09,0.0,0.0,11,1,3,1,0.029956223,0.033927348,0.46270004
59884,0.0,0.0,0.0,3.1,0.28,0.0,11,1,4,1,0.028910976,0.038477212,0.46533313
59885,0.0,0.0,0.0,3.11,0.41,0.0,11,1,5,1,0.033302676,0.04504248,0.46589407
59886,0.0,0.0,0.0,3.13,0.48,0.0,11,1,6,1,0.055033736,0.071252644,0.45670247
59887,795.9,109.89,9.78,4.88,0.28,0.0,11,1,7,1,0.13812338,0.16439693,0.43646237
59888,1513.4,193.02,17.28,6.56,0.34,0.0,11,1,8,1,0.30954587,0.39176735,0.4040795
59889,2251.2,282.03,23.04,8.6,0.55,0.0,11,1,9,1,0.48751435,0.6351879,0.37537938
59890,4089.1,518.45,26.51,10.62,0.62,0.0,11,1,10,1,0.55231154,0.7069009,0.3603229
59891,4084.6,521.32,27.28,12.02,0.69,0.0,11,1,11,1,0.583357,0.7194453,0.3552615
59892,5577.8,736.47,25.25,12.88,0.83,0.0,11,1,12,1,0.6418741,0.61203605,0.3797477
59893,4437.5,570.82,20.67,13.4,1.03,0.0,11,1,13,1,0.6563966,0.5353931,0.39183843
59894,3712.3,475.7,14.05,13.32,1.38,0.0,11,1,14,1,0.60466194,0.45493692,0.4061565
59895,878.1,127.95,5.93,12.52,1.52,0.0,11,1,15,1,0.53611255,0.39202178,0.41730252
59896,0.0,0.0,0.0,10.91,1.86,0.0,11,1,16,1,0.51548594,0.3946915,0.4176298
59897,0.0,0.0,0.0,9.37,1.86,0.0,11,1,17,1,0.56124735,0.43686834,0.40695155
59898,0.0,0.0,0.0,8.01,1.79,0.0,11,1,18,1,0.7228662,0.48101708,0.40409887
59899,0.0,0.0,0.0,6.35,1.72,0.0,11,1,19,1,0.8687554,0.47864527,0.4040935
59900,0.0,0.0,0.0,5.62,1.59,0.0,11,1,20,1,0.74226993,0.45473832,0.41326058
59901,0.0,0.0,0.0,4.87,1.52,0.0,11,1,21,1,0.5258119,0.36960536,0.4227467
59902,0.0,0.0,0.0,4.14,1.38,0.0,11,1,22,1,0.45333156,0.29556432,0.4235127
59903,0.0,0.0,0.0,3.86,1.24,0.0,11,1,23,1,0.38695294,0.1946849,0.43877643
59904,0.0,0.0,0.0,3.46,1.17,0.0,11,2,0,2,0.2158485,0.16295938,0.4367594
59905,0.0,0.0,0.0,3.02,1.1,0.0,11,2,1,2,0.123856336,0.10277487,0.44970077
59906,0.0,0.0,0.0,3.0,0.76,0.0,11,2,2,2,0.061020665,0.06490669,0.45774013
59907,0.0,0.0,0.0,3.29,0.55,0.0,11,2,3,2,0.03031952,0.04148244,0.46474048
59908,0.0,0.0,0.0,3.01,0.41,0.0,11,2,4,2,0.032553602,0.04722882,0.46448815
59909,0.0,0.0,0.0,3.11,0.48,0.0,11,2,5,2,0.035905264,0.054855205,0.463802
59910,0.0,0.0,0.0,3.2,0.28,0.0,11,2,6,2,0.03488139,0.09230959,0.46484756
59911,572.4,83.13,9.52,4.73,0.34,0.0,11,2,7,2,0.04565987,0.1421261,0.45022365
59912,1283.1,165.41,17.0,5.46,0.55,0.0,11,2,8,2,0.14483637,0.42030865,0.40305817
59913,1862.0,233.45,22.74,6.59,0.76,0.0,11,2,9,2,0.40325323,0.7441226,0.35632998
59914,2515.5,312.8,26.2,8.19,0.97,0.0,11,2,10,2,0.5711527,0.81421727,0.33686677
59915,1682.5,215.7,26.97,9.97,1.38,0.0,11,2,11,2,0.75988704,0.8374116,0.32934165
59916,1072.1,144.33,24.94,10.81,1.59,0.0,11,2,12,2,0.8518217,0.76192254,0.34918943
59917,774.1,109.15,20.38,11.48,1.72,0.0,11,2,13,2,0.75315094,0.64874977,0.37304804
59918,547.7,81.8,13.77,11.59,1.86,0.0,11,2,14,2,0.53645056,0.55274636,0.38647768
59919,211.6,39.73,5.67,10.87,1.66,0.0,11,2,15,2,0.42149827,0.48830846,0.39522177
59920,0.0,0.0,0.0,9.28,2.07,0.0,11,2,16,2,0.3603395,0.48943245,0.39199293
59921,0.0,0.0,0.0,7.9,2.14,0.0,11,2,17,2,0.36287817,0.5384524,0.37896496
59922,0.0,0.0,0.0,6.86,2.07,0.0,11,2,18,2,0.4986885,0.5758508,0.3785671
59923,0.0,0.0,0.0,5.22,2.0,0.0,11,2,19,2,0.6143717,0.57989824,0.38323
59924,0.0,0.0,0.0,4.77,1.93,0.0,11,2,20,2,0.6180609,0.52327156,0.39935857
59925,0.0,0.0,0.0,4.27,1.93,0.0,11,2,21,2,0.47685468,0.43057194,0.40966773
59926,0.0,0.0,0.0,3.91,2.0,0.0,11,2,22,2,0.40773317,0.35300818,0.4194886
59927,0.0,0.0,0.0,3.63,2.07,0.0,11,2,23,2,0.30910528,0.24401678,0.43887442
59928,0.0,0.0,0.0,3.29,1.93,0.0,11,3,0,0,0.1408717,0.114990026,0.439187
59929,0.0,0.0,0.0,2.82,1.86,0.0,11,3,1,0,0.05664671,0.045426648,0.46064585
59930,0.0,0.0,0.0,2.34,1.79,0.0,11,3,2,0,0.032685712,0.017793952,0.47013378
59931,0.0,0.0,0.0,1.89,1.79,0.0,11,3,3,0,0.023395468,0.016991148,0.46726972
59932,0.0,0.0,0.0,1.55,1.79,0.0,11,3,4,0,0.02743115,0.058537815,0.45495686
59933,0.0,0.0,0.0,1.32,1.72,0.0,11,3,5,0,0.03585829,0.19906579,0.4324869
59934,0.0,0.0,0.0,1.03,1.66,0.0,11,3,6,0,0.16023771,0.5791104,0.3817582
59935,675.7,94.31,9.25,2.02,1.72,0.0,11,3,7,0,0.40654373,0.62531334,0.37231553
59936,1568.4,197.06,16.71,5.11,1.79,0.0,11,3,8,0,0.48636582,0.5668713,0.3789407
59937,1494.6,191.19,22.44,7.81,1.72,0.0,11,3,9,0,0.44388008,0.4264009,0.40487885
59938,4800.4,606.34,25.88,10.32,1.66,0.0,11,3,10,0,0.41034725,0.38898695,0.41089767
59939,5886.3,766.97,26.65,12.23,1.79,0.0,11,3,11,0,0.3903668,0.35068345,0.41669223
59940,5502.5,712.58,24.63,13.58,2.07,0.0,11,3,12,0,0.42348504,0.34232134,0.41643265
59941,4906.8,629.91,20.09,14.34,2.21,0.0,11,3,13,0,0.4656155,0.32829234,0.4181412
59942,3680.0,471.08,13.51,14.19,2.0,0.0,11,3,14,0,0.42501175,0.28958216,0.42500353
59943,675.6,102.52,5.43,12.78,2.48,0.0,11,3,15,0,0.34482187,0.24862811,0.43427098
59944,0.0,0.0,0.0,10.73,2.69,0.0,11,3,16,0,0.32624683,0.30058357,0.42306504
59945,0.0,0.0,0.0,9.33,2.62,0.0,11,3,17,0,0.38659844,0.42252055,0.4017275
59946,0.0,0.0,0.0,8.54,2.55,0.0,11,3,18,0,0.54062617,0.44511172,0.3987456
59947,0.0,0.0,0.0,6.29,2.41,0.0,11,3,19,0,0.7081876,0.57785434,0.3775953
59948,0.0,0.0,0.0,6.08,2.41,0.0,11,3,20,0,0.69699055,0.6119365,0.37212622
59949,0.0,0.0,0.0,6.0,2.41,0.0,11,3,21,0,0.559444,0.5472191,0.38083625
59950,0.0,0.0,0.0,5.89,2.34,0.0,11,3,22,0,0.43072304,0.30626547,0.4191284
59951,0.0,0.0,0.0,5.73,2.28,0.0,11,3,23,0,0.2948853,0.18959765,0.44127896
59952,0.0,0.0,0.0,5.44,2.28,0.0,11,4,0,0,0.142203,0.11601426,0.43836045
59953,0.0,0.0,0.0,5.13,2.28,0.0,11,4,1,0,0.05813691,0.045950968,0.45954847
59954,0.0,0.0,0.0,4.81,2.21,0.0,11,4,2,0,0.03351491,0.018045012,0.46972007
59955,0.0,0.0,0.0,4.39,2.14,0.0,11,4,3,0,0.02400555,0.017308868,0.4668629
59956,0.0,0.0,0.0,3.89,2.0,0.0,11,4,4,0,0.027897038,0.057666406,0.45486853
59957,0.0,0.0,0.0,3.72,2.0,0.0,11,4,5,0,0.03634421,0.19767033,0.43268555
59958,0.0,0.0,0.0,3.83,1.93,0.0,11,4,6,0,0.15821737,0.5785989,0.3816259
59959,339.0,54.55,8.99,4.71,1.86,0.0,11,4,7,0,0.40557602,0.624702,0.37242723
59960,3921.3,484.02,16.43,7.22,1.52,0.0,11,4,8,0,0.48308054,0.57087916,0.37876755
59961,5358.6,686.03,22.14,10.4,1.45,0.0,11,4,9,0,0.43460765,0.43380928,0.4057727
59962,6068.6,805.29,25.58,12.88,1.24,0.0,11,4,10,0,0.40533543,0.39318293,0.41288313
59963,6025.0,812.89,26.34,14.84,0.97,0.0,11,4,11,0,0.38504672,0.35166937,0.41649547
59964,6027.2,811.13,24.33,15.86,1.31,0.0,11,4,12,0,0.4184501,0.34288138,0.41737884
59965,5140.4,673.29,19.8,16.27,1.79,0.0,11,4,13,0,0.45902285,0.3294116,0.41787687
59966,3615.7,466.62,13.24,15.85,2.0,0.0,11,4,14,0,0.42159504,0.29003924,0.424878
59967,1207.1,173.57,5.18,14.29,2.48,0.0,11,4,15,0,0.34166014,0.24933466,0.43393448
59968,0.0,0.0,0.0,12.17,2.69,0.0,11,4,16,0,0.3230645,0.3009042,0.4229772
59969,0.0,0.0,0.0,10.9,2.69,0.0,11,4,17,0,0.38308856,0.42204398,0.4017705
59970,0.0,0.0,0.0,10.09,2.62,0.0,11,4,18,0,0.5323805,0.4460341,0.3985192
59971,0.0,0.0,0.0,8.34,2.62,0.0,11,4,19,0,0.69801366,0.5791573,0.37728554
59972,0.0,0.0,0.0,8.24,2.62,0.0,11,4,20,0,0.68713003,0.6122649,0.37203738
59973,0.0,0.0,0.0,8.34,2.55,0.0,11,4,21,0,0.5541691,0.5463522,0.38088337
59974,0.0,0.0,0.0,8.29,2.55,0.0,11,4,22,0,0.4260171,0.3078475,0.41845775
59975,0.0,0.0,0.0,8.18,2.41,0.0,11,4,23,0,0.29129356,0.1908576,0.44056863
59976,0.0,0.0,0.0,7.98,2.28,0.0,11,5,0,0,0.14349152,0.11772917,0.43718964
59977,0.0,0.0,0.0,7.63,2.21,0.0,11,5,1,0,0.05785868,0.04672993,0.45855606
59978,0.0,0.0,0.0,7.27,2.14,0.0,11,5,2,0,0.033284135,0.018396212,0.46940014
59979,0.0,0.0,0.0,7.07,2.14,0.0,11,5,3,0,0.023769464,0.017753687,0.46656734
59980,0.0,0.0,0.0,6.88,2.21,0.0,11,5,4,0,0.027308866,0.05691579,0.45491642
59981,0.0,0.0,0.0,6.92,2.21,0.0,11,5,5,0,0.034922753,0.19732794,0.43319717
59982,0.0,0.0,0.0,7.06,2.21,0.0,11,5,6,0,0.15579556,0.5790437,0.38136092
59983,785.0,109.91,8.73,7.98,2.21,0.0,11,5,7,0,0.39356768,0.625663,0.37237805
59984,1304.2,170.23,16.15,9.82,1.86,0.0,11,5,8,0,0.46833384,0.5669299,0.38006452
59985,3049.5,383.84,21.84,13.09,1.72,0.0,11,5,9,0,0.42921317,0.43060717,0.40443462
59986,5286.8,688.82,25.27,15.28,2.0,0.0,11,5,10,0,0.39985308,0.39132884,0.40989512
59987,6139.8,823.28,26.03,16.81,2.0,0.0,11,5,11,0,0.380482,0.35220468,0.41567308
59988,5720.0,764.48,24.03,17.78,1.86,0.0,11,5,12,0,0.41202992,0.3426862,0.41641977
59989,2581.2,333.94,19.53,18.39,1.79,0.0,11,5,13,0,0.4454037,0.32865614,0.41939518
59990,2375.0,309.84,12.99,17.94,1.79,0.0,11,5,14,0,0.4124526,0.28916997,0.42549974
59991,743.4,113.94,4.94,16.38,2.14,0.0,11,5,15,0,0.33670905,0.24938026,0.43401653
59992,0.0,0.0,0.0,14.44,2.28,0.0,11,5,16,0,0.31808117,0.30141008,0.42283887
59993,0.0,0.0,0.0,13.07,2.21,0.0,11,5,17,0,0.37772375,0.4211878,0.40188593
59994,0.0,0.0,0.0,12.17,2.21,0.0,11,5,18,0,0.5204598,0.4469636,0.39829496
59995,0.0,0.0,0.0,11.05,2.48,0.0,11,5,19,0,0.684261,0.58087796,0.37687624
59996,0.0,0.0,0.0,10.55,2.34,0.0,11,5,20,0,0.67641324,0.6126294,0.37197137
59997,0.0,0.0,0.0,10.02,2.28,0.0,11,5,21,0,0.5496135,0.54565495,0.38007516
59998,0.0,0.0,0.0,9.45,2.21,0.0,11,5,22,0,0.42374736,0.30861378,0.41813377
59999,0.0,0.0,0.0,9.04,2.21,0.0,11,5,23,0,0.29003888,0.19130138,0.44031942
60000,0.0,0.0,0.0,8.79,2.21,0.0,11,6,0,0,0.14371152,0.11860257,0.43669054
60001,0.0,0.0,0.0,8.54,2.14,0.0,11,6,1,0,0.056208245,0.047264323,0.45838284
60002,0.0,0.0,0.0,8.23,2.14,0.0,11,6,2,0,0.03230474,0.01861938,0.46935377
60003,0.0,0.0,0.0,7.68,2.14,0.0,11,6,3,0,0.023315415,0.017901342,0.466564
60004,0.0,0.0,0.0,7.2,2.14,0.0,11,6,4,0,0.02700849,0.056906827,0.45495448
60005,0.0,0.0,0.0,6.75,2.21,0.0,11,6,5,0,0.03513769,0.19724128,0.43315288
60006,0.0,0.0,0.0,6.4,2.21,0.0,11,6,6,0,0.1563058,0.57879496,0.3814322
60007,1820.6,233.36,8.47,6.91,2.34,0.0,11,6,7,0,0.3943121,0.62597185,0.37136364
60008,1244.4,162.76,15.88,9.32,2.21,0.0,11,6,8,0,0.47009242,0.5667949,0.3800108
60009,1263.2,166.87,21.55,11.69,2.34,0.0,11,6,9,0,0.4312411,0.42759877,0.40542388
60010,2994.2,376.38,24.97,13.64,2.48,0.0,11,6,10,0,0.39994496,0.3874139,0.41129053
60011,6244.3,823.64,25.73,15.19,2.55,0.0,11,6,11,0,0.38439283,0.35180685,0.41659665
60012,5707.2,747.68,23.74,16.18,2.55,0.0,11,6,12,0,0.41623044,0.34243414,0.41627812
60013,4856.4,627.32,19.25,16.57,2.62,0.0,11,6,13,0,0.45712543,0.32931516,0.4180821
60014,3235.5,416.0,12.73,16.23,2.48,0.0,11,6,14,0,0.41921657,0.2896697,0.42510512
60015,723.5,110.82,4.71,14.85,2.62,0.0,11,6,15,0,0.34015217,0.2490706,0.43411863
60016,0.0,0.0,0.0,13.11,2.69,0.0,11,6,16,0,0.32099596,0.30111367,0.42291993
60017,0.0,0.0,0.0,11.93,2.48,0.0,11,6,17,0,0.38066816,0.42168307,0.40181136
60018,0.0,0.0,0.0,11.03,2.28,0.0,11,6,18,0,0.526997,0.44645408,0.39841786
60019,0.0,0.0,0.0,10.09,2.14,0.0,11,6,19,0,0.6891715,0.5802687,0.37702122
60020,0.0,0.0,0.0,9.43,2.21,0.0,11,6,20,0,0.6816333,0.61245275,0.37200338
60021,0.0,0.0,0.0,8.79,2.21,0.0,11,6,21,0,0.5531532,0.5461855,0.38089246
60022,0.0,0.0,0.0,8.29,2.28,0.0,11,6,22,0,0.4260171,0.3078475,0.41845775
60023,0.0,0.0,0.0,7.89,2.21,0.0,11,6,23,0,0.29171735,0.19070812,0.4406527
60024,0.0,0.0,0.0,7.46,2.14,0.0,11,7,0,0,0.14335041,0.11717137,0.43751007
60025,0.0,0.0,0.0,6.95,2.0,0.0,11,7,1,0,0.05902326,0.046400998,0.45871556
60026,0.0,0.0,0.0,6.32,1.79,0.0,11,7,2,0,0.034031805,0.018200204,0.4694672
60027,0.0,0.0,0.0,6.15,1.52,0.0,11,7,3,0,0.024444316,0.017536039,0.46657643
60028,0.0,0.0,0.0,6.44,1.1,0.0,11,7,4,0,0.02772714,0.056928087,0.45486408
60029,0.0,0.0,0.0,6.71,0.69,0.0,11,7,5,0,0.03518843,0.19722086,0.43314248
60030,0.0,0.0,0.0,6.74,0.21,0.0,11,7,6,0,0.1560428,0.57892305,0.3813955
60031,2323.7,296.76,8.21,5.93,0.62,0.0,11,7,7,0,0.39812744,0.62649775,0.37111974
60032,1832.0,230.98,15.6,7.74,0.69,0.0,11,7,8,0,0.47698277,0.5675053,0.37925735
60033,402.3,63.38,21.26,9.23,0.55,0.0,11,7,9,0,0.43839845,0.42577213,0.40568745
60034,850.8,118.25,24.67,10.47,0.41,0.0,11,7,10,0,0.40390328,0.38305426,0.41266605
60035,1589.2,207.41,25.43,11.9,0.14,0.0,11,7,11,0,0.38406995,0.3442306,0.41791055
60036,662.0,96.49,23.46,12.81,0.28,0.0,11,7,12,0,0.41977596,0.33659658,0.4194541
60037,606.5,89.87,18.99,13.29,0.28,0.0,11,7,13,0,0.4606261,0.32504612,0.42070004
60038,772.7,110.1,12.49,13.36,0.21,0.0,11,7,14,0,0.41501963,0.28589723,0.42694083
60039,336.9,58.51,4.48,13.01,0.62,0.0,11,7,15,0,0.34412962,0.24841228,0.43440986
60040,0.0,0.0,0.0,11.74,1.59,0.0,11,7,16,0,0.32401305,0.30080846,0.42300344
60041,0.0,0.0,0.0,10.01,1.72,0.0,11,7,17,0,0.38507673,0.42231414,0.40174612
60042,0.0,0.0,0.0,8.39,1.66,0.0,11,7,18,0,0.54140264,0.44501486,0.39876947
60043,0.0,0.0,0.0,7.21,1.72,0.0,11,7,19,0,0.7036466,0.5784392,0.37745628
60044,0.0,0.0,0.0,6.48,1.38,0.0,11,7,20,0,0.69516385,0.61198705,0.3720877
60045,0.0,0.0,0.0,5.89,1.38,0.0,11,7,21,0,0.5596916,0.5472598,0.38083398
60046,0.0,0.0,0.0,4.9,1.66,0.0,11,7,22,0,0.43266788,0.30561414,0.4194051
60047,0.0,0.0,0.0,4.5,1.79,0.0,11,7,23,0,0.2966982,0.18896753,0.44163564
60048,0.0,0.0,0.0,3.96,1.72,0.0,11,8,0,1,0.15283248,0.12839136,0.435413
60049,0.0,0.0,0.0,3.67,1.72,0.0,11,8,1,1,0.0894871,0.08387926,0.44795635
60050,0.0,0.0,0.0,3.18,1.86,0.0,11,8,2,1,0.04951989,0.0540758,0.4559554
60051,0.0,0.0,0.0,2.96,1.79,0.0,11,8,3,1,0.02988842,0.033922736,0.46279204
60052,0.0,0.0,0.0,2.85,1.79,0.0,11,8,4,1,0.028808333,0.03850637,0.46550325
60053,0.0,0.0,0.0,2.78,1.72,0.0,11,8,5,1,0.033310242,0.045003455,0.46608606
60054,0.0,0.0,0.0,2.35,1.86,0.0,11,8,6,1,0.055002153,0.07112595,0.45708734
60055,1236.1,161.26,7.95,3.05,1.45,0.0,11,8,7,1,0.13901249,0.16619325,0.43747273
60056,3543.9,434.52,15.33,6.01,1.31,0.0,11,8,8,1,0.31392756,0.39994514,0.40429145
60057,4338.0,542.19,20.98,8.87,1.24,0.0,11,8,9,1,0.49294162,0.6414812,0.37605304
60058,5717.3,743.33,24.37,11.43,1.38,0.0,11,8,10,1,0.5526938,0.7078597,0.36113602
60059,5972.9,786.57,25.14,13.61,1.72,0.0,11,8,11,1,0.5840225,0.7207734,0.35603315
60060,5448.9,711.21,23.18,14.89,1.93,0.0,11,8,12,1,0.63351154,0.61071134,0.37873405
60061,4639.6,600.18,18.72,15.5,1.72,0.0,11,8,13,1,0.6502463,0.5341438,0.39109537
60062,2304.6,298.85,12.25,15.47,1.1,0.0,11,8,14,1,0.60329074,0.4537364,0.40328336
60063,679.4,105.45,4.26,14.38,1.72,0.0,11,8,15,1,0.5319422,0.39168507,0.41579404
60064,0.0,0.0,0.0,12.14,2.14,0.0,11,8,16,1,0.51166064,0.3943636,0.41642267
60065,0.0,0.0,0.0,10.31,2.07,0.0,11,8,17,1,0.55552846,0.43655908,0.40615115
60066,0.0,0.0,0.0,8.98,2.0,0.0,11,8,18,1,0.71148413,0.48133552,0.40322754
60067,0.0,0.0,0.0,8.23,1.86,0.0,11,8,19,1,0.8447462,0.48202747,0.40390113
60068,0.0,0.0,0.0,7.41,1.79,0.0,11,8,20,1,0.7312825,0.4549427,0.41214517
60069,0.0,0.0,0.0,6.59,1.79,0.0,11,8,21,1,0.5188043,0.36973095,0.42159152
60070,0.0,0.0,0.0,5.49,1.86,0.0,11,8,22,1,0.44835475,0.29594815,0.42243466
60071,0.0,0.0,0.0,4.78,1.86,0.0,11,8,23,1,0.38393924,0.19498241,0.43838033
60072,0.0,0.0,0.0,4.34,1.79,0.0,11,9,0,2,0.21645348,0.16347173,0.4361257
60073,0.0,0.0,0.0,4.21,1.72,0.0,11,9,1,2,0.12441197,0.10325825,0.44904673
60074,0.0,0.0,0.0,4.05,1.72,0.0,11,9,2,2,0.061279558,0.06518736,0.4571613
60075,0.0,0.0,0.0,4.05,1.45,0.0,11,9,3,2,0.030374559,0.041581362,0.4643486
60076,0.0,0.0,0.0,4.35,1.24,0.0,11,9,4,2,0.032439813,0.047188167,0.46385798
60077,0.0,0.0,0.0,4.36,1.17,0.0,11,9,5,2,0.03578856,0.054811463,0.46321428
60078,0.0,0.0,0.0,3.76,1.24,0.0,11,9,6,2,0.03475324,0.0928707,0.46461436
60079,876.1,118.98,7.7,2.87,1.1,0.0,11,9,7,2,0.046377208,0.14133196,0.45237145
60080,1787.7,223.71,15.06,5.44,0.48,0.0,11,9,8,2,0.14865981,0.42779863,0.4026979
60081,2179.9,272.3,20.69,7.91,0.55,0.0,11,9,9,2,0.40402257,0.7459179,0.35544726
60082,2514.5,315.01,24.08,9.68,0.69,0.0,11,9,10,2,0.57077277,0.81530386,0.33564553
60083,3770.7,475.76,24.85,10.95,0.76,0.0,11,9,11,2,0.7599391,0.8380494,0.33043167
60084,3157.4,397.81,22.9,11.92,0.9,0.0,11,9,12,2,0.8398026,0.7534587,0.35341144
60085,2718.5,343.74,18.47,12.47,0.83,0.0,11,9,13,2,0.7250409,0.63980067,0.37426978
60086,1753.6,227.19,12.01,12.37,1.03,0.0,11,9,14,2,0.5297737,0.544575,0.38755673
60087,301.2,53.48,4.04,11.43,1.45,0.0,11,9,15,2,0.4211714,0.48929426,0.39473367
60088,0.0,0.0,0.0,9.95,1.72,0.0,11,9,16,2,0.3584454,0.4898345,0.39156196
60089,0.0,0.0,0.0,8.52,1.79,0.0,11,9,17,2,0.36212692,0.5383375,0.37851027
60090,0.0,0.0,0.0,7.53,1.66,0.0,11,9,18,2,0.4965062,0.5757777,0.3780671
60091,0.0,0.0,0.0,6.24,1.52,0.0,11,9,19,2,0.6090077,0.5798568,0.38257048
60092,0.0,0.0,0.0,5.34,1.45,0.0,11,9,20,2,0.6151946,0.52319103,0.39909336
60093,0.0,0.0,0.0,4.94,1.17,0.0,11,9,21,2,0.4756516,0.4303345,0.40936747
60094,0.0,0.0,0.0,5.44,1.17,0.0,11,9,22,2,0.40230542,0.3523725,0.41899732
60095,0.0,0.0,0.0,5.56,0.83,0.0,11,9,23,2,0.30084437,0.24510053,0.4380862
